,user_id,launch_cnt,PV,ad_show_cnt,duration
208,208,4,17,6,197183
209,209,3,7,7,70472
210,210,4,13,5,224800
211,211,4,16,1,115076
212,212,2,0,3,0
213,213,80,5,41,1655365
214,214,10,4,9,458218
215,215,14,0,12,123733
216,216,3,0,5,71380
217,217,2,0,12,0
218,218,30,0,17,339430
219,219,4,1,2,17645
220,220,2,0,1,0
221,221,2,0,4,8637
222,222,25,16,27,601135
223,223,3,0,1,0
224,224,21,1,3,193882
225,225,2,0,4,0
226,226,4,1,1,2204
227,227,6,3,2,208178
228,228,2,0,6,0
229,229,30,1,7,258890
230,230,2,0,1,0
231,231,2,0,8,0
232,232,12,0,10,125697
233,233,2,0,5,0
234,234,3,0,6,66758
235,235,13,7,5,255372
236,236,44,3,17,166663
237,237,3,0,5,34263
238,238,38,17,102,1837815
239,239,2,0,1,0
240,240,4,1,2,13056
241,241,7,4,4,190185
242,242,6,4,1,154669
243,243,2,0,11,0
244,244,14,7,13,204531
245,245,2,1,4,63
246,246,2,0,6,0
247,247,2,0,18,0
248,248,3,0,7,75204
249,249,7,0,12,194366
250,250,14,0,12,560387
251,251,4,0,4,46095
252,252,2,0,22,0
253,253,17,3,4,114180
254,254,3,0,9,160183
255,255,5,5,2,88789
256,256,12,2,3,235995
257,257,6,7,3,114595
258,258,2,0,2,0
259,259,2,8,6,81382
260,260,8,1,1,14795
261,261,2,0,40,0
262,262,3,0,3,76059
263,263,4,2,2,131827
264,264,2,0,9,0
265,265,2,0,9,3003
266,266,3,0,9,86342
267,267,2,0,8,0
268,268,6,0,5,265565
269,269,43,2,25,298844
270,270,2,0,2,0
271,271,16,8,46,864744
272,272,2,0,2,0
273,273,2,0,3,0
274,274,9,3,5,40877
275,275,10,4,17,150315
276,276,2,0,1,0
277,277,2,0,2,13832
278,278,3,18,7,79302
279,279,4,1,20,238603
280,280,2,0,8,0
281,281,89,3,20,578496
282,282,6,0,3,248865
283,283,8,1,8,152148
284,284,4,0,6,136692
285,285,15,3,28,1175729
286,286,2,0,1,0
287,287,2,0,5,0
288,288,2,0,2,0
289,289,22,1,1,170019
290,290,35,3,15,322613
291,291,2,0,3,0
292,292,42,6,17,1307376
293,293,48,2,29,971782
294,294,3,0,3,84869
295,295,2,0,14,0
296,296,9,0,3,36470
297,297,2,0,14,0
298,298,9,19,10,151271
299,299,3,2,3,25584
300,300,2,0,5,0
301,301,2,0,8,0
302,302,3,11,2,135195
303,303,24,1,6,238748
304,304,2,0,3,0
305,305,5,1,4,19733
306,306,2,0,10,0
307,307,34,3,13,1426611
308,308,3,6,6,28892
309,309,2,0,6,0
310,310,74,1,75,3267879
311,311,13,4,5,105495
312,312,7,0,12,204027
313,313,28,3,5,111148
314,314,5,0,3,113377
315,315,2,0,9,0
316,316,2,0,1,0
317,317,20,2,1,186596
318,318,6,2,3,31730
319,319,2,0,10,0
320,320,2,1,4,743
321,321,2,0,7,0
322,322,3,11,5,100533
323,323,3,16,9,80721
324,324,3,0,6,177778
325,325,2,0,1,0
326,326,2,0,1,0
327,327,2,2,1,16281
328,328,2,0,1,20168
329,329,3,2,6,106919
330,330,5,0,1,56832
331,331,2,0,21,0
332,332,3,0,6,135552
333,333,2,0,8,0
334,334,2,0,7,0
335,335,2,0,3,0
336,336,2,0,13,0
337,337,2,5,6,3260
338,338,28,0,20,715614
339,339,10,0,22,713560
340,340,3,0,11,0
341,341,51,0,12,1231834
342,342,4,0,5,119164
343,343,3,6,3,83843
344,344,2,0,12,0
345,345,4,10,22,218454
346,346,5,0,11,148032
347,347,2,0,1,0
348,348,51,6,36,824309
349,349,5,3,2,62957
350,350,6,0,5,115541
351,351,11,1,3,211038
352,352,3,0,11,58194
353,353,4,8,7,139874
354,354,81,1,24,384961
355,355,22,0,8,25968
356,356,2,16,3,188663
357,357,3,2,2,18369
358,358,23,4,21,982427
359,359,4,0,2,21261
360,360,4,4,5,48504
361,361,5,5,14,129690
362,362,79,2,37,788818
363,363,3,0,4,177927
364,364,3,1,2,50611
365,365,24,2,25,473905
366,366,4,0,11,0
367,367,39,3,7,237987
368,368,20,11,20,340109
369,369,5,10,6,98689
370,370,2,0,7,28560
371,371,5,0,4,66300
372,372,2,0,6,0
373,373,2,0,4,0
374,374,15,7,6,268516
375,375,2,0,8,0
376,376,5,15,1,1126877
377,377,60,3,17,264661
378,378,2,0,8,0
379,379,2,0,5,89138
380,380,5,0,3,205863
381,381,2,0,5,4969
382,382,3,14,8,78978
383,383,38,2,8,184940
384,384,2,0,6,41329
385,385,7,0,5,224611
386,386,31,0,14,1353860
387,387,48,2,18,318893
388,388,59,2,31,1562514
389,389,54,1,39,1093706
390,390,4,1,3,27985
391,391,4,4,1,16389
392,392,2,0,1,0
393,393,6,0,1,61473
394,394,8,8,1,175908
395,395,3,0,16,31994
396,396,2,3,1,4926
397,397,67,4,35,458834
398,398,11,3,5,170430
399,399,12,4,4,189925
400,400,3,0,11,153922
401,401,5,0,9,156337
402,402,2,0,4,798
403,403,7,1,1,102916
404,404,3,0,3,0
405,405,2,0,5,0
406,406,5,0,8,155518
407,407,3,0,51,371642
408,408,67,0,40,680188
409,409,2,0,10,0
410,410,2,12,2,105761
411,411,13,0,8,124982
412,412,4,2,1,2917
413,413,39,5,28,719202
414,414,130,0,48,1585591
415,415,2,0,14,0
416,416,2,3,1,7981
417,417,2,0,13,0
418,418,2,0,14,0
419,419,2,0,4,0
420,420,25,3,10,186941
421,421,2,0,5,0
422,422,4,0,5,251331
423,423,3,15,6,103888
424,424,2,0,1,0
425,425,2,0,9,0
426,426,3,0,10,68896
427,427,2,0,3,0
428,428,2,2,8,6011
429,429,2,0,21,0
430,430,27,6,15,477242
431,431,2,0,11,0
432,432,5,3,12,264513
433,433,6,8,6,175866
434,434,27,0,25,700385
435,435,4,4,1,15501
436,436,2,0,1,0
437,437,12,1,7,12931
438,438,6,2,1,34298
439,439,6,0,2,0
440,440,62,3,48,929974
441,441,43,1,28,473031
442,442,4,0,1,61777
443,443,22,2,7,104815
444,444,2,0,4,0
445,445,5,0,2,21578
446,446,79,0,38,287561
447,447,2,2,11,13289
448,448,10,4,5,111209
449,449,51,2,17,467688
450,450,5,0,1,38201
451,451,5,2,4,51435
452,452,2,1,12,3312
453,453,2,0,6,0
454,454,2,0,12,0
455,455,6,0,15,995909
456,456,3,0,15,12312
457,457,2,0,5,0
458,458,2,0,17,0
459,459,2,2,4,5594
460,460,2,0,12,0
461,461,7,3,3,128811
462,462,2,0,1,0
463,463,3,3,7,24785
464,464,4,1,4,306622
465,465,3,0,3,89504
466,466,14,0,6,94042
467,467,2,0,4,0
468,468,3,5,9,175582
469,469,7,22,11,503269
470,470,48,1,29,302615
471,471,2,0,6,0
472,472,3,5,4,49389
473,473,2,0,1,0
474,474,2,0,6,0
475,475,2,0,7,0
476,476,2,0,5,0
477,477,6,0,7,110426
478,478,3,16,10,104671
479,479,3,45,27,1096667
480,480,23,0,20,207446
481,481,4,17,10,177478
482,482,3,0,4,20839
483,483,2,0,7,0
484,484,2,0,6,0
485,485,3,0,2,6361
486,486,31,6,9,1753754
487,487,2,0,9,0
488,488,8,0,6,40929
489,489,2,0,7,0
490,490,2,0,7,0
491,491,26,3,3,302453
492,492,3,2,4,145129
493,493,13,2,5,95847
494,494,3,4,4,38171
495,495,4,8,2,172786
496,496,33,2,12,220255
497,497,2,0,9,0
498,498,9,24,16,288647
499,499,2,0,5,0
500,500,2,0,5,0
501,501,10,4,3,13408
502,502,2,0,4,0
503,503,3,4,2,55422
504,504,4,4,2,112045
505,505,7,0,9,47419
506,506,2,0,3,0
507,507,2,0,8,3253
508,508,3,23,7,153311
509,509,2,0,3,0
510,510,2,0,5,7965
511,511,2,0,1,0
512,512,2,0,5,0
513,513,4,21,8,467252
514,514,2,0,1,13345
515,515,35,3,19,674775
516,516,4,0,14,488320
517,517,2,0,5,59085
518,518,2,0,2,0
519,519,2,18,7,343957
520,520,6,12,10,152066
521,521,11,3,2,316345
522,522,31,1,20,503090
523,523,2,0,9,0
524,524,47,0,12,605620
525,525,2,0,9,0
526,526,16,1,12,205651
527,527,20,0,13,502045
528,528,55,3,37,226576
529,529,3,0,1,76345
530,530,4,24,18,216003
531,531,3,0,9,107785
532,532,2,0,4,0
533,533,2,0,9,0
534,534,2,0,9,0
535,535,2,0,1,673
536,536,2,0,4,0
537,537,3,32,15,174446
538,538,2,0,14,0
539,539,2,0,10,0
540,540,8,2,6,30565
541,541,6,0,24,217983
542,542,2,0,4,0
543,543,12,0,8,163264
544,544,21,3,5,1634415
545,545,2,0,4,72651
546,546,9,17,8,475165
547,547,2,0,12,0
548,548,2,0,12,0
549,549,2,0,2,0
550,550,48,4,14,1919119
551,551,2,0,1,0
552,552,4,0,4,0
553,553,6,0,1,89773
554,554,2,0,7,0
555,555,7,0,3,21015
556,556,4,0,7,276005
557,557,2,0,10,0
558,558,2,0,6,0
559,559,17,0,9,208814
560,560,4,0,1,13214
561,561,2,0,10,2852
562,562,10,2,4,52799
563,563,2,0,3,0
564,564,9,0,11,346325
565,565,2,0,5,722
566,566,5,0,3,43186
567,567,66,2,35,1630935
568,568,2,0,18,0
569,569,2,0,9,0
570,570,2,2,1,12755
571,571,4,0,6,102675
572,572,9,0,21,374343
573,573,2,0,2,0
574,574,6,22,19,171841
575,575,3,7,8,61920
576,576,2,0,5,0
577,577,3,0,2,30651
578,578,10,0,3,22223
579,579,2,0,1,16209
580,580,5,3,3,135609
581,581,2,0,1,0
582,582,2,0,1,0
583,583,2,0,6,0
584,584,3,0,2,0
585,585,2,0,2,0
586,586,14,2,18,336419
587,587,4,11,5,39506
588,588,5,27,4,562506
589,589,2,0,2,0
590,590,6,4,4,68962
591,591,2,0,7,2452
592,592,8,5,45,844320
593,593,3,3,2,39687
594,594,4,16,4,288694
595,595,5,0,1,80092
596,596,22,3,16,150714
597,597,2,10,1,80982
598,598,2,0,6,0
599,599,2,0,8,29642
600,600,2,0,9,0
601,601,2,0,4,0
602,602,5,17,12,119782
603,603,3,10,14,102130
604,604,3,10,14,41484
605,605,5,0,1,2136
606,606,3,40,10,262482
607,607,3,26,12,133164
608,608,62,2,24,471969
609,609,38,0,14,359630
610,610,2,0,1,0
611,611,34,0,7,91493
612,612,19,0,8,73092
613,613,2,0,5,0
614,614,4,1,5,144254
615,615,9,4,11,951570
616,616,59,0,9,318527
617,617,7,2,6,76479
618,618,3,0,1,87094
619,619,4,0,2,0
620,620,2,0,5,0
621,621,59,2,14,267971
622,622,3,0,2,0
623,623,3,0,8,0
624,624,2,0,21,0
625,625,2,12,3,135278
626,626,2,0,5,0
627,627,6,0,5,195176
628,628,2,0,11,0
629,629,3,0,1,17704
630,630,2,0,15,2445
631,631,10,0,5,27130
632,632,2,0,2,362488
633,633,9,31,25,411149
634,634,3,3,8,103924
635,635,8,1,3,17282
636,636,27,6,12,583666
637,637,46,10,3,200385
638,638,4,10,7,130891
639,639,28,22,230,6457537
640,640,2,0,7,0
641,641,2,0,6,0
642,642,2,0,4,0
643,643,2,0,4,0
644,644,4,18,7,205659
645,645,5,0,6,135025
646,646,20,0,12,1721098
647,647,2,0,1,1568
648,648,33,2,2,171332
649,649,55,3,16,446757
650,650,2,0,6,0
651,651,20,1,4,925491
652,652,18,2,15,280939
653,653,2,0,10,0
654,654,3,0,13,296852
655,655,7,0,2,11721
656,656,2,1,1,6836
657,657,44,3,43,3164705
658,658,2,0,6,0
659,659,3,0,2,0
660,660,2,0,1,0
661,661,4,0,1,25762
662,662,2,0,2,0
663,663,7,1,11,88047
664,664,4,4,7,213257
665,665,13,0,1,253723
666,666,13,0,30,619927
667,667,2,0,1,0
668,668,2,0,1,0
669,669,2,5,3,31423
670,670,4,0,9,53050
671,671,2,0,2,0
672,672,3,8,19,152336
673,673,7,0,7,315110
674,674,37,3,19,573881
675,675,14,8,11,223596
676,676,7,9,4,162016
677,677,2,1,1,4076
678,678,17,2,8,111925
679,679,2,0,4,0
680,680,2,0,5,3089
681,681,4,19,10,154563
682,682,8,0,10,440870
683,683,6,0,12,469457
684,684,67,0,6,291533
685,685,3,0,7,25843
686,686,2,0,12,0
687,687,5,5,4,98662
688,688,21,1,17,462231
689,689,2,0,3,0
690,690,50,8,24,937101
691,691,5,9,7,195182
692,692,3,0,7,94412
693,693,46,3,35,1304098
694,694,3,1,3,36174
695,695,2,0,8,0
696,696,2,0,8,0
697,697,27,0,31,378942
698,698,7,0,13,169985
699,699,9,2,3,9973
700,700,2,0,6,0
701,701,114,1,36,1207231
702,702,107,1,38,2235132
703,703,3,0,2,148273
704,704,5,0,22,274845
705,705,4,0,7,132752
706,706,2,0,1,0
707,707,72,2,74,696132
708,708,2,0,4,0
709,709,51,1,21,499812
710,710,10,0,5,63201
711,711,9,1,4,13740
712,712,3,14,3,47897
713,713,8,7,5,120309
714,714,13,4,9,41399
715,715,8,0,4,207396
716,716,4,21,10,1391986
717,717,8,0,6,348135
718,718,2,0,1,0
719,719,7,0,1,137069
720,720,67,3,37,336190
721,721,2,2,1,4349
722,722,6,2,3,18729
723,723,2,0,1,0
724,724,12,0,7,133935
725,725,19,8,1,1183129
726,726,4,3,2,15250
727,727,4,0,5,154532
728,728,2,0,3,0
729,729,69,4,91,3542948
730,730,41,4,33,927362
731,731,2,0,3,0
732,732,22,1,91,2430238
733,733,2,0,2,8167
734,734,2,0,3,0
735,735,68,2,49,441204
736,736,2,0,16,0
737,737,2,0,4,0
738,738,11,19,23,685794
739,739,43,7,42,1083159
740,740,2,0,2,1484
741,741,11,2,14,240049
742,742,3,0,1,15337
743,743,14,0,40,857094
744,744,12,2,6,62849
745,745,42,2,13,347481
746,746,15,9,32,671650
747,747,77,2,3,3059633457
748,748,2,0,1,3591
749,749,2,0,1,0
750,750,2,0,1,0
751,751,2,0,6,0
752,752,3,0,4,188673
753,753,54,1,9,144632
754,754,9,1,5,113283
755,755,2,0,5,0
756,756,9,16,6,339155
757,757,3,0,11,171275
758,758,6,0,8,78893
759,759,2,0,20,0
760,760,97,0,44,1401304
761,761,3,2,1,6727
762,762,4,8,10,78768
763,763,5,0,15,406835
764,764,2,0,13,0
765,765,13,3,8,64714
766,766,10,0,1,12394
767,767,3,0,3,47294
768,768,6,2,3,269492
769,769,2,0,8,0
770,770,4,1,1,16228
771,771,14,2,12,326232
772,772,3,0,1,0
773,773,3,7,2,56900
774,774,5,0,7,319845
775,775,2,0,6,0
776,776,4,1,2,49131
777,777,2,1,6,3050
778,778,2,0,4,97273
779,779,10,3,3,215321
780,780,5,2,1,28586
781,781,5,13,1,257703
782,782,4,21,14,271305
783,783,4,2,7,126965
784,784,2,0,6,0
785,785,3,4,1,26609
786,786,132,2,45,1595127
787,787,3,0,3,0
788,788,2,0,6,0
789,789,2,0,6,0
790,790,2,0,1,0
791,791,4,0,22,447795
792,792,2,0,1,0
793,793,8,1,3,174020
794,794,2,0,1,24607
795,795,2,0,6,0
796,796,11,3,7,96138
797,797,2,0,8,0
798,798,4,3,1,47080
799,799,15,2,11,326951
800,800,2,21,5,104970
801,801,4,0,4,133077
802,802,3,2,1,25952
803,803,2,0,3,96386
804,804,46,1,15,768239
805,805,16,0,5,48280
806,806,7,1,6,6647
807,807,15,2,10,167641
808,808,4,0,18,248913
809,809,13,6,9,985958
810,810,2,0,7,0
811,811,9,1,1,83654
812,812,2,0,4,641
813,813,2,0,8,0
814,814,3,0,2,60113
815,815,6,0,14,307009
816,816,3,0,2,67873
817,817,3,0,3,113903
818,818,27,2,17,249289
819,819,7,1,6,194843
820,820,2,0,1,0
821,821,9,8,4,96514
822,822,5,3,2,16387
823,823,3,20,10,186544
824,824,3,5,3,52453
825,825,33,2,22,351211
826,826,86,2,56,3876335
827,827,14,2,7,219652
828,828,2,0,6,0
829,829,3,21,8,167403
830,830,74,3,25,1364996
831,831,5,13,12,208623
832,832,4,0,2,23118
833,833,5,0,6,124127
834,834,10,1,10,282315
835,835,22,2,20,647453
836,836,4,0,7,244190
837,837,4,0,25,486328
838,838,12,2,16,262944
839,839,2,0,4,0
840,840,12,2,6,256727
841,841,4,5,1,119574
842,842,2,0,4,0
843,843,25,0,10,264935
844,844,3,11,3,102660
845,845,2,1,3,4511
846,846,2,0,7,0
847,847,4,0,8,394138
848,848,2,0,8,0
849,849,103,8,4,357298
850,850,4,4,3,166600
851,851,2,0,1,0
852,852,6,2,16,891495
853,853,2,0,2,0
854,854,3,1,1,121900
855,855,14,0,14,161716
856,856,29,7,14,827753
857,857,4,1,8,90271
858,858,57,1,5,363290
859,859,2,0,13,26113
860,860,2,0,3,6056
861,861,2,0,4,0
862,862,3,1,1,6506
863,863,32,1,19,200199
864,864,3,0,10,321855
865,865,12,9,14,691242
866,866,3,0,2,445918
867,867,34,1,24,178155
868,868,3,0,2,0
869,869,2,0,1,0
870,870,41,0,2,151586
871,871,3,0,8,198334
872,872,3,2,14,15398
873,873,7,0,8,114005
874,874,2,0,5,0
875,875,151,3,91,1566731
876,876,2,0,4,0
877,877,57,2,35,288729
878,878,11,2,10,136500
879,879,2,0,6,0
880,880,4,6,3,75410
881,881,3,4,5,35927
882,882,8,3,6,81164
883,883,7,2,3,27380
884,884,4,0,6,141357
885,885,79,3,37,1881633
886,886,8,0,92,2461883
887,887,6,0,3,67794
888,888,7,2,4,134673
889,889,3,0,3,13038
890,890,2,0,1,0
891,891,2,1,1,1782
892,892,5,7,9,160146
893,893,5,0,3,0
894,894,2,0,8,0
895,895,2,16,1,119774
896,896,4,6,4,147705
897,897,4,0,8,171720
898,898,5,0,65,982215
899,899,4,12,6,105304
900,900,2,0,5,36806
901,901,2,0,4,0
902,902,26,1,10,31221147
903,903,32,1,8,424183
904,904,57,2,29,611270
905,905,4,0,3,73973
906,906,2,0,4,0
907,907,8,1,12,195202
908,908,6,2,2,64022
909,909,127,2,70,1022098
910,910,7,0,1,9637
911,911,2,0,10,0
912,912,2,0,16,0
913,913,4,27,12,207437
914,914,2,0,11,0
915,915,93,1,70,2700077
916,916,4,0,2,0
917,917,3,8,1,35441
918,918,94,5,54,1880784
919,919,141,1,97,1126265
920,920,4,0,1,17527
921,921,81,2,40,1550220
922,922,4,0,2,33451
923,923,2,0,1,0
924,924,6,0,5,168252
925,925,36,0,20,324012
926,926,2,0,8,0
927,927,2,0,7,0
928,928,3,0,10,71346
929,929,185,2,279,6540828
930,930,5,3,3,76574
931,931,2,15,5,108132
932,932,4,4,8,191239
933,933,3,0,5,84498
934,934,2,0,1,0
935,935,4,0,2,0
936,936,22,4,121,4506419
937,937,2,0,10,0
938,938,23,11,14,232303
939,939,3,0,2,6543
940,940,5,4,5,33487
941,941,2,0,5,0
942,942,2,0,6,0
943,943,2,0,9,0
944,944,2,0,8,0
945,945,2,11,5,46302
946,946,4,0,3,0
947,947,9,0,3,20840
948,948,40,0,10,145836
949,949,3,9,4,80535
950,950,2,0,10,0
951,951,9,4,7,372833
952,952,2,0,7,0
953,953,54,3,9,494885
954,954,25,5,22,621863
955,955,2,0,6,0
956,956,10,0,7,118944
957,957,44,4,5,1170238
958,958,29,2,20,680126
959,959,5,8,7,168368
960,960,41,1,39,40801679
961,961,2,0,9,0
962,962,55,5,28,1238266
963,963,10,2,4,480105
964,964,45,0,15,1192898
965,965,2,0,8,0
966,966,3,0,7,122123
967,967,10,2,5,116214
968,968,13,4,6,190305
969,969,6,23,22,4605070
970,970,2,0,5,0
971,971,2,0,1,0
972,972,3,0,2,0
973,973,2,0,4,0
974,974,2,0,9,0
975,975,15,0,14,501827
976,976,18,3,13,268371
977,977,2,0,7,0
978,978,10,0,133,3417075
979,979,50,0,36,703591
980,980,4,0,4,102887
981,981,2,0,3,0
982,982,4,0,7,186980
983,983,3,0,2,22003
984,984,7,3,9,684467578
985,985,2,0,5,0
986,986,2,0,1,0
987,987,10,0,6,111899
988,988,2,0,1,0
989,989,2,0,1,0
990,990,2,0,3,0
991,991,2,0,11,0
992,992,5,0,6,134250
993,993,4,3,6,213036
994,994,3,4,2,180073
995,995,17,2,11,398696
996,996,10,1,7,126495
997,997,2,0,11,0
998,998,2,2,1,76
999,999,3,0,9,102555
1000,1000,3,0,1,25128
1001,1001,2,0,1,0
1002,1002,2,0,5,0
1003,1003,2,2,2,6513
1004,1004,9,11,23,579524
1005,1005,3,0,7,121596
1006,1006,2,0,3,57354
1007,1007,11,0,18,147223
1008,1008,7,0,5,122816
1009,1009,2,0,4,303777
1010,1010,2,21,40,630806
1011,1011,2,0,4,0
1012,1012,2,0,6,0
1013,1013,2,0,18,0
1014,1014,2,0,12,0
1015,1015,2,0,6,0
1016,1016,4,0,5,41387
1017,1017,4,9,10,18103
1018,1018,7,3,1,32693097
1019,1019,2,0,1,27877
1020,1020,3,2,6,43105
1021,1021,4,0,8,76431
1022,1022,4,1,5,86386
1023,1023,4,0,1,44769
1024,1024,2,0,3,0
1025,1025,60,3,8,68932
1026,1026,46,3,45,1066830
1027,1027,2,0,5,0
1028,1028,2,8,6,28658
1029,1029,57,0,14,478863
1030,1030,33,3,47,733547
1031,1031,2,0,7,0
1032,1032,3,0,1,71506
1033,1033,4,0,19,97782
1034,1034,2,0,8,0
1035,1035,20,1,9,277468
1036,1036,2,0,4,27607
1037,1037,2,0,4,0
1038,1038,8,8,6,271239
1039,1039,3,27,9,193461
1040,1040,2,2,1,6443
1041,1041,2,0,3,0
1042,1042,9,6,2,51651
1043,1043,70,2,41,1096979
1044,1044,2,0,6,0
1045,1045,2,0,4,0
1046,1046,28,1,4,576134
1047,1047,4,3,5,116578
1048,1048,2,0,8,0
1049,1049,50,3,1,332625
1050,1050,2,0,1,0
1051,1051,7,2,9,250376
1052,1052,4,0,8,218674
1053,1053,83,0,55,779236
1054,1054,23,5,25,417346
1055,1055,12,1,2,470969
1056,1056,22,14,10,216188
1057,1057,12,2,13,545043
1058,1058,2,0,1,0
1059,1059,3,0,2,0
1060,1060,2,0,14,311018
1061,1061,59,0,55,764913
1062,1062,47,1,13,256717
1063,1063,3,0,7,64823
1064,1064,4,1,2,20571
1065,1065,3,0,12,106036
1066,1066,2,0,1,0
1067,1067,3,5,6,28790
1068,1068,2,0,4,0
1069,1069,5,12,2,501951
1070,1070,2,0,1,0
1071,1071,4,0,2,1961
1072,1072,7,6,4,38994
1073,1073,3,0,25,548410
1074,1074,2,0,2,0
1075,1075,4,4,12,89114
1076,1076,2,0,2,541
1077,1077,2,0,7,0
1078,1078,2,0,2,0
1079,1079,3,0,12,128081
1080,1080,3,0,22,13531
